_id,OBJECTID,NAME,BOARD_NAME,SCHOOL_TYPE_DESC,MUNICIPALITY,PLACE_NAME,geometry
31567,203,CHAMINADE COLLEGE SCHOOL,Toronto Catholic District School Board,English Separate,North York,Chaminade College,"-79.496059458, 43.710090959"
31568,204,CHARLES E WEBSTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,York,C. E. Webster Junior Public School,"-79.4750995159, 43.6934344434"
31569,205,CHARLES G FRASER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Charles G Fraser Public School,"-79.4094836303, 43.6485300831"
31570,206,CHARLES GORDON SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Charles Gordon Public School,"-79.2605263117, 43.7462850481"
31571,207,CHARLES H BEST MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Charles H Best Middle School,"-79.4586302368, 43.7674452466"
31572,208,CHARLOTTETOWN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Charlottetown Junior Elementary School - Building Grounds,"-79.142208956, 43.7820702347"
31573,209,CHARTLAND JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Chartland Junior Public School,"-79.2785043436, 43.7999887263"
31574,210,CHEROKEE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Cherokee Public School,"-79.3386147444, 43.7987627466"
31575,211,CHESTER ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,Chester Elementary School,"-79.3517099847, 43.6876023808"
31576,212,CHESTER LE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Chester Le Junior Elementary School - Building Grounds,"-79.3310953374, 43.7985877099"
31577,213,CHIEF DAN GEORGE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Chief Dan George Public School,"-79.1638346582, 43.802722309"
31578,214,CHILDREN'S GARDEN JUNIOR SCHOOL,,Private,East York,Leaside Presbyterian Church,"-79.3726675425, 43.712343268"
31579,215,CHINE DRIVE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Chine Drive Public School,"-79.2417968941, 43.7099825935"
31580,216,CHURCH STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Church Street Public School,"-79.3791781654, 43.6636084257"
31581,217,CHURCHILL HEIGHTS PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Churchill Heights Public School,"-79.2243167892, 43.7731919492"
31582,218,CHURCHILL PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Churchill Public School,"-79.4270361643, 43.7707536047"
31583,219,CITY ACADEMY,,Private,former Toronto,,"-79.3969906206, 43.6984571171"
31584,220,CITY ADULT LEARNING CENTRE,Toronto District School Board,English Public,former Toronto,City Adult Learning Centre Calc),"-79.3600575652, 43.6749108578"
31585,221,CITY SCHOOL,Toronto District School Board,English Public,former Toronto,Waterfront School,"-79.3971875912, 43.6357488158"
31586,222,CITY VIEW ALTERNATIVE SENIOR SCHOOL,Toronto District School Board,English Public,former Toronto,"Shirley Street Junior Public School, City View Alternative Senior School","-79.4367221725, 43.648524237"
31587,223,CIVIC CENTRE LINC,Toronto District School Board,English Public,Etobicoke,,"-79.5653133254, 43.6420235006"
31588,224,CLAIREVILLE JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Claireville Public School,"-79.5991007206, 43.748011403"
31589,225,CLAIRLEA PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Clairlea Public School,"-79.2962358879, 43.7164767633"
31590,226,CLAUDE WATSON SCHOOL FOR THE ARTS,Toronto District School Board,English Public,North York,Watson School for the Performing Arts,"-79.4093736661, 43.7657254741"
31591,227,CLIFFSIDE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Cliffside Public School,"-79.250383044, 43.7048959315"
31592,228,CLIFFWOOD PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Cliffwood Public School,"-79.3600685992, 43.8062920921"
31593,229,CLINTON INTERNATIONAL COLLEGE,,Private,North York,,"-79.4118264156, 43.7629316619"
31594,230,CLINTON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Clinton Street Public School,"-79.4140575736, 43.6576460735"
31595,231,COLLEGE FRANCAIS - CARLTON CAMPUS,Conseil scolaire Viamonde,French Public,former Toronto,College Francais,"-79.3779069561, 43.6624882445"
31596,232,COMMUNITY LIFE CHRISTIAN SCHOOL,,Private,East York,Faith Presbyterian Community Church,"-79.2976272054, 43.6937784318"
31597,233,CONTACT ALTERNATIVE SCHOOL,Toronto District School Board,English Public,former Toronto,Mccaul Street Public School,"-79.3903939018, 43.6537657299"
31598,234,CORDELLA JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,York,Cordella Junior Public School,"-79.48758544, 43.6790700932"
31599,235,CORNELL INTERNATIONAL ACADEMY,,Private,North York,,"-79.4001883468, 43.7642856623"
31600,236,CORNELL JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Cornell Junior Public School - Building Grounds,"-79.218038219, 43.759392578"
31601,237,CORNERSTONE PREPARATORY - DON MILLS CAMPUS,,Private,North York,,"-79.3495839854, 43.7472875203"
31602,238,CORNERSTONE PREPARATORY - MAIN CAMPUS,,Private,former Toronto,Toronto Chinese Presbyterian,"-79.3942478549, 43.6555691898"
31603,239,CORVETTE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Corvette Junior Public School,"-79.2621597254, 43.7264851136"
31604,240,COSBURN MIDDLE SCHOOL,Toronto District School Board,English Public,East York,Cosburn Middle School,"-79.3307746357, 43.6940723031"
31605,241,COTTINGHAM JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Cottingham Junior Public School,"-79.3956090079, 43.6803794372"
31606,242,COURCELETTE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Courcelette Public School,"-79.278565924, 43.6793188263"
31607,243,CRAWFORD ADVENTIST ACADEMY,,Private,North York,,"-79.4448017185, 43.7717336302"
31608,244,CRESCENT SCHOOL,,Private,North York,,"-79.3788961362, 43.7329843673"
31609,245,CRESCENT TOWN ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,Crescent Town Elementary School,"-79.2924665101, 43.6968367455"
31610,246,CRESTHAVEN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Cresthaven Public School,"-79.3635402543, 43.7972191366"
31611,247,CRESTVIEW PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Crestview Public School,"-79.3598465998, 43.7884321784"
31612,248,CRESTWOOD,,Private,North York,,"-79.3781087027, 43.7302622688"
31613,249,CRESTWOOD PREPARATORY COLLEGE,,Private,North York,Crestwood Preparatory College,"-79.3247101026, 43.7592930619"
31614,250,CROWN ACADEMIC INTERNATIONAL SCHOOL,,Private,North York,,"-79.412164012, 43.7608163554"
31615,251,CROWN ACADEMY SCARBOROUGH,,Private,Scarborough,,"-79.254186969, 43.7738965125"
31616,252,CUMMER VALLEY MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Cummer Valley Middle School,"-79.4012761021, 43.7882319564"
31617,253,D A MORRISON MIDDLE SCHOOL,Toronto District School Board,English Public,East York,D. A. Morrison Middle School,"-79.3116924408, 43.6953964612"
31618,254,DA VINCI SCHOOL,Toronto District School Board,English Public,former Toronto,,"-79.401909851, 43.6589530395"
31619,255,DALLINGTON PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Dallington Public School,"-79.3547553486, 43.7771281265"
31620,256,DANFORTH COLLEGIATE & TECHNICAL INSTITUTE,Toronto District School Board,English Public,former Toronto,Danforth Collegiate & T.I.,"-79.3340895607, 43.6828387343"
31621,257,DANFORTH GARDENS PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Danforth Gardens Public School,"-79.2709273998, 43.708767063"
31622,258,DANFORTH LINC,Toronto District School Board,English Public,former Toronto,,"-79.3003171841, 43.6881927916"
31623,259,DANTE ALIGHIERI ACADEMY - BEATRICE CAMPUS,Toronto Catholic District School Board,English Separate,North York,Sir Sandford Fleming Academy,"-79.4417054055, 43.7286921824"
31624,260,DANTE ALIGHIERI ACADEMY - MAIN CAMPUS,Toronto Catholic District School Board,English Separate,North York,Dante Alighieri Academy,"-79.4583698316, 43.7100774152"
31625,261,D'ARCY MCGEE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,York,D'Arcy McGee Catholic School,"-79.4429115845, 43.69225563"
31626,262,DARUL ARQAM ISLAMIC ACADEMY SCHOOL,,Private,North York,,"-79.4924942518, 43.696224924"
31627,263,DARWIN INTERNATIONAL ACADEMY,,Private,North York,,"-79.3400619836, 43.8108486977"
31628,264,DAVID AND MARY THOMSON COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,,"-79.2635699606, 43.7556504979"
31629,265,DAVID HORNELL JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,David Hornell Junior Public School,"-79.4888936626, 43.6193332842"
31630,266,DAVID LEWIS PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,David Lewis Public School,"-79.3178860611, 43.8091967088"
31631,267,DAVISVILLE JR PUBLIC SCHOOL,Toronto District School Board,English Public,York,Vaughan Road Academy,"-79.4367028284, 43.6910217034"
31632,268,DAYSTROM PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Daystrom Public School,"-79.5469633015, 43.7479469274"
31633,269,DE LASALLE COLLEGE,,Private,former Toronto,,"-79.398395747, 43.6822413492"
31634,270,DEER PARK JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Deer Park Junior & Senior Public School,"-79.3915563849, 43.6896519511"
31635,271,DELPHI SECONDARY ALTERNATIVE SCHOOL,Toronto District School Board,English Public,Scarborough,Alternative Scarborough Education,"-79.2784362333, 43.8000076946"
31636,272,DELTA ACADEMY INC SECONDARY,,Private,Scarborough,,"-79.283828754, 43.7411259867"
31637,273,DELTA ALTERNATIVE SENIOR SCHOOL,Toronto District School Board,English Public,former Toronto,Montrose Public School,"-79.4188437208, 43.6586815852"
31638,274,DENLOW PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Denlow Public School,"-79.3642277251, 43.7458394934"
31639,275,DENNIS AVENUE COMMUNITY SCHOOL,Toronto District School Board,English Public,York,Dennis Avenue Community School,"-79.4872863166, 43.6844195399"
31640,276,DERRYDOWN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Derrydown Public School,"-79.4937101804, 43.7586899267"
31641,277,DEWSON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Dewson Street Public School,"-79.424054431, 43.6556750873"
31642,278,DIEFENBAKER ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,Diefenbaker Elementary School,"-79.3316401744, 43.6950420299"
31643,279,DISCOVERING MINDS MONTESSORI SCHOOL,,Private,former Toronto,,"-79.4027110465, 43.6429994802"
31644,280,DIXON GROVE JUNIOR MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,Dixon Grove Junior Middle School,"-79.5559776878, 43.6850065948"
31645,281,DON MILLS COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,Don Mills Collegiate Institute,"-79.3392771474, 43.7359592882"
31646,282,DON MILLS LINC,Toronto District School Board,English Public,North York,,"-79.3477301744, 43.753218181"
31647,283,DON MILLS MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Don Mills Middle School - Building Grounds,"-79.339747095, 43.7363797021"
31648,284,DON VALLEY ACADEMY SECONDARY SCHOOL,,Private,North York,,"-79.4100958776, 43.7561090603"
31649,285,DON VALLEY MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Don Valley Junior High School,"-79.3549665619, 43.7895329063"
31650,286,DONVIEW MIDDLE HEALTH AND WELLNESS ACADEMY,Toronto District School Board,English Public,North York,Donview Middle School,"-79.3314383069, 43.7641877197"
31651,287,DONWOOD PARK JUNIOR PUBLIC SCHOOL - HIGHBROOK SITE,Toronto District School Board,English Public,Scarborough,Donwood Park Public School Highbrook Campus,"-79.2628557599, 43.7568459336"
31652,288,DONWOOD PARK JUNIOR PUBLIC SCHOOL - MAIN SITE,Toronto District School Board,English Public,Scarborough,Donwood Park Public School,"-79.262365115, 43.7569783122"
31653,289,DORA EDUCATION CENTRE,,Private,North York,,"-79.3927129483, 43.7920889772"
31654,290,DORSET PARK PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Dorset Park Public School,"-79.2797350588, 43.7501910914"
31655,291,DOVERCOURT JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Dovercourt Public School,"-79.4357789541, 43.6667356106"
31656,292,DOWNSVIEW PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Downsview Public School,"-79.482435796, 43.7311138437"
31657,293,DOWNSVIEW SECONDARY SCHOOL,Toronto District School Board,English Public,North York,Downsview Secondary School,"-79.4795174893, 43.7308678404"
31658,294,DOWNTOWN ALTERNATIVE SCHOOL,Toronto District School Board,English Public,former Toronto,Downtown Alternative Junior School,"-79.3704156513, 43.6477361332"
31659,295,DR MARION HILLIARD SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Dr Marion Hilliard Senior Public School,"-79.2248218323, 43.80368608"
31660,296,DR NORMAN BETHUNE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Overcomers Christian Fellowship Church,"-79.3194284089, 43.8121621401"
31661,297,DREWRY SECONDARY SCHOOL,Toronto District School Board,English Public,North York,Drewry Secondary School,"-79.4212136872, 43.7869814733"
31662,298,DRIFTWOOD PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Driftwood Public School,"-79.5150042553, 43.7629711864"
31663,299,DUBLIN HEIGHTS ELEMENTARY & MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Dublin Heights Elementary and Ms,"-79.4470247426, 43.7491483094"
31664,300,DUKE ACADEMY SECONDARY SCHOOL,,Private,North York,,"-79.4100958776, 43.7561090603"
31665,301,DUKE OF CONNAUGHT JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Duke Of Connaught Ps Jr & Sr.,"-79.3219578467, 43.6661955194"
31666,302,DUNDAS JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Dundas Junior Public School,"-79.3486863276, 43.6620777466"
31667,303,DUNLACE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Dunlace Public School,"-79.3703573292, 43.762459425"
31668,304,EARL BEATTY JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Earl Beatty Public School,"-79.3213456307, 43.6860684584"
31669,305,EARL GREY SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Earl Grey Senior Public School,"-79.3405244209, 43.676843882"
31670,306,EARL HAIG PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Earl Haig Junior Public School,"-79.3212504675, 43.6813314531"
31671,307,EARL HAIG SECONDARY SCHOOL,Toronto District School Board,English Public,North York,Earl Haig Secondary School,"-79.4059659484, 43.7696090328"
31672,308,EARLY YEARS EDUCATION SYSTEM,,Private,North York,,"-79.3320477548, 43.79231817"
31673,309,EAST ALTERNATIVE SCHOOL OF TORONTO,Toronto District School Board,English Public,former Toronto,Blake Street Public School,"-79.3384762501, 43.671806369"
31674,310,EAST YORK ALTERNATIVE SECONDARY SCHOOL,Toronto District School Board,English Public,East York,Alternative High School Programme,"-79.3252956395, 43.6949913553"
31675,311,EAST YORK COLLEGIATE INSTITUTE,Toronto District School Board,English Public,East York,East York Collegiate Institute,"-79.3275764481, 43.6949906149"
31676,312,EASTDALE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,former Toronto,Eastdale Collegiate Institute,"-79.3488189225, 43.6659265702"
31677,313,EASTVIEW JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Eastview Junior Public School,"-79.1912804405, 43.7589633617"
31678,314,EATONVILLE JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Eatonville Junior School,"-79.5666150697, 43.6378407815"
31679,315,ECOLE ELEMENTAIRE CHARLES SAURIOL,Conseil scolaire Viamonde,French Public,former Toronto,St. Josaphat Catholic School,"-79.4553496276, 43.6676736698"
31680,316,ECOLE ELEMENTAIRE FELIX LECLERC,Conseil scolaire Viamonde,French Public,Etobicoke,Ecole Elementaire Felix Leclerc,"-79.5614456342, 43.689693123"
31681,317,ECOLE ELEMENTAIRE GABRIELLE ROY,Conseil scolaire Viamonde,French Public,former Toronto,Ecole Elementaire Gabrielle Roy,"-79.3723195931, 43.6565828383"
31682,318,ECOLE ELEMENTAIRE JEANNE LAJOIE,Conseil scolaire Viamonde,French Public,North York,Ecole Elementaire Jeanne Lajoie,"-79.3214945674, 43.7344967726"
31683,319,ECOLE ELEMENTAIRE LA MOSAIQUE,Conseil scolaire Viamonde,French Public,East York,Ecole elementaire La Mosaique,"-79.3305349885, 43.6873304546"
31684,320,ECOLE ELEMENTAIRE LAURE RIESE,Conseil scolaire Viamonde,French Public,Scarborough,,"-79.2774220664, 43.8224626056"
31685,321,ECOLE ELEMENTAIRE MATHIEU DA COSTA,Conseil scolaire Viamonde,French Public,North York,Ecole Elementaire Mathieu Da Costa,"-79.4755347034, 43.7178279267"
31686,322,ECOLE ELEMENTAIRE MICHELINE-SAINT-CYR,Conseil scolaire Viamonde,French Public,Etobicoke,Ecole Elementaire Micheline-Saint-Cyr,"-79.543780992, 43.5902188648"
31687,323,ECOLE ELEMENTAIRE PAUL DEMERS,Conseil scolaire Viamonde,French Public,North York,Oxford Academy,"-79.3673403857, 43.7919518365"
31688,324,ECOLE ELEMENTAIRE PIERRE ELLIOTT TRUDEAU,Conseil scolaire Viamonde,French Public,former Toronto,Ecole Elementaire Pierre Elliott Trudeau,"-79.4140974855, 43.651991039"
31689,325,ECOLE SECONDAIRE ETIENNE BRULE,Conseil scolaire Viamonde,French Public,North York,Ecole Secondaire Etienne Brule,"-79.3715932541, 43.7522122439"
31690,326,ECOLE SECONDAIRE TORONTO OUEST,Conseil scolaire Viamonde,French Public,former Toronto,Saint Frere Andre,"-79.4412354247, 43.6523836303"
31691,327,EDGEWOOD PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Edgewood Public School,"-79.2658120339, 43.7663054576"
31692,328,EGLINTON JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Eglinton Junior Public School,"-79.3908468303, 43.7079037465"
31693,329,EGLINTON LINC AND ESL CENTRE,Toronto Catholic District School Board,English Separate,former Toronto,,"-79.3958997215, 43.7076209684"
31694,330,EITZ CHAIM HEBREW BOYS,,Private,North York,Eitz Chaim Day School,"-79.4444041192, 43.7838105185"
31695,331,ELIA MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Elia Middle School,"-79.4984583081, 43.7537993176"
31696,332,ELITE ACADEMIC SCHOOL,,Private,North York,,"-79.3322488675, 43.7721013757"
31697,333,ELITE ACADEMY,,Private,North York,,"-79.3407937524, 43.8062363627"
31698,334,ELITE HIGH SCHOOL,,Private,North York,,"-79.4110283871, 43.760473756"
31699,335,ELIZABETH SIMCOE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Elizabeth Simcoe Junior Public School,"-79.2060348701, 43.7381519616"
31700,336,ELKHORN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Elkhorn Public School,"-79.3800624356, 43.771215393"
31701,337,ELLESMERE MONTESSORI,,Private,Scarborough,West Ellesmere United Church,"-79.3074321386, 43.7585968747"
31702,338,ELLESMERE STATTON PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Ellesmere-Statton Public School,"-79.2875719983, 43.7636236124"
31703,339,ELLINGTON MONTESSORI,,Private,Scarborough,,"-79.2843535492, 43.780270427"
31704,340,ELMBANK JUNIOR MIDDLE ACADEMY,Toronto District School Board,English Public,Etobicoke,Elmbank Junior Middle Academy,"-79.5900470677, 43.7365019019"
31705,341,ELMLEA JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Elmlea Public School,"-79.5498701971, 43.7159386194"
31706,342,ELPIS COLLEGE TORONTO,,Private,North York,,"-79.4107729639, 43.7636049969"
31707,343,EMERY COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,Emery Collegiate Institute,"-79.5395569846, 43.7487227091"
31708,344,EMERY EDVANCE ADULT LEARNING CENTRE,Toronto District School Board,English Public,North York,Emery Collegiate Institute,"-79.5395569846, 43.7487227091"
31709,345,EMILY CARR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Emily Carr Public School,"-79.2069358552, 43.8050223865"
31710,346,ENQUIRING MINDS MONTESSORI CASA SCHOOL,,Private,Scarborough,,"-79.2801611624, 43.7704172494"
31711,347,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,Toronto Catholic District School Board,English Separate,Scarborough,Epiphany of Our Lord Catholic Academy,"-79.328940246, 43.7989580963"
31712,348,EQUINOX HOLISTIC ALTERNATIVE SCHOOL,Toronto District School Board,English Public,former Toronto,Roden Junior Public School,"-79.3230764862, 43.6738732739"
31713,349,ERNEST PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Ernest Public School,"-79.3373825688, 43.7914154651"
31714,350,ERUDITE ELEMENTARY SCHOOL,,Private,former Toronto,,"-79.4799888562, 43.6500081301"
31715,351,ESSEX JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Essex Junior and Senior School Public School,"-79.4223654835, 43.6682357494"
31716,352,ETIENNE BRULE JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Etienne Brule Junior Public School,"-79.4896844559, 43.6356187407"
31717,353,ETOBICOKE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Etobicoke,Etobicoke Collegiate Institute,"-79.5222962139, 43.6500842008"
31718,354,ETOBICOKE SCHOOL OF THE ARTS,Toronto District School Board,English Public,Etobicoke,Etobicoke School Of The Arts,"-79.504148517, 43.630732205"
31719,355,ETOBICOKE YEAR ROUND ALTERNATIVE CENTRE,Toronto District School Board,English Public,Etobicoke,,"-79.5512761137, 43.633857846"
31720,356,EXCEL HIGH SCHOOL,,Private,Scarborough,,"-79.2578080337, 43.7921385077"
31721,357,EXTRAORDINARY EDUCATION CENTRE,,Private,North York,,"-79.3418182907, 43.8045122986"
31722,358,F H MILLER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,York,F. H. Miller Junior Public School,"-79.458898094, 43.6840057733"
31723,359,FAIRBANK MEMORIAL COMMUNITY SCHOOL,Toronto District School Board,English Public,York,Fairbank Memorial Community School - Building Grounds,"-79.4554057013, 43.6917032418"
31724,360,FAIRBANK PUBLIC SCHOOL,Toronto District School Board,English Public,York,Fairbank Middle Public School,"-79.4490892289, 43.6942876649"
31725,361,FAIRGLEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Fairglen Junior Public School,"-79.3222381904, 43.7849363771"
31726,362,FAIRMOUNT JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Fairmount Junior Public School,"-79.2308941806, 43.7197580925"
31727,363,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,Father Henry Carr,"-79.5922999387, 43.7357651008"
31728,364,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,"Father John Redmond, Ken Cox Community Centre","-79.5165387693, 43.5951413486"
31729,365,FATHER SERRA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,Father Serra Catholic School,"-79.5370181386, 43.6859442409"
31730,366,FAYWOOD ARTS BASED CURRICULUM SCHOOL,Toronto District School Board,English Public,North York,Faywood Arts-Based Curriculum School,"-79.446697335, 43.7398550355"
31731,367,FENSIDE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Fenside Public School,"-79.32912658, 43.764580519"
31732,368,FERN AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Fern Avenue Public School,"-79.4461128419, 43.6451803159"
31733,369,FIELDSTONE DAY SCHOOL,,Private,North York,,"-79.4533841408, 43.7118733584"
31734,370,FIELDSTONE KING'S COLLEGE SCHOOL,,Private,North York,,"-79.4533841408, 43.7118733584"
31735,371,FINCH AT WARDEN ADULT EDUCATION CENTRE,Toronto Catholic District School Board,English Separate,Scarborough,,"-79.314548017, 43.797318831"
31736,372,FINCH PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Finch Public School,"-79.3949742011, 43.7838330778"
31737,373,FIRESIDE ANALYTICS,,Private,former Toronto,,"-79.4599510671, 43.6653686112"
31738,374,FIRGROVE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Firgrove Public School,"-79.5199108622, 43.7520008914"
31739,375,FISHERVILLE SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,North York,,"-79.4411616325, 43.7845564408"
31740,376,FLEMING PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Fleming Public School,"-79.2033845823, 43.8154347835"
31741,377,FLEMINGTON PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Flemington Public School,"-79.4444540038, 43.7200875787"
31742,378,FOREST HILL ACADEMY SECONDARY SCHOOL,,Private,former Toronto,,"-79.4125902971, 43.6892463965"
31743,379,FOREST HILL COLLEGIATE INSTITUTE,Toronto District School Board,English Public,former Toronto,Forest Hill Collegiate Institute,"-79.4213427841, 43.7030582555"
31744,380,FOREST HILL JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Forest Hill Public School,"-79.4139385899, 43.695376257"
31745,381,FOREST HILL MONTESSORI - ELEMENTARY CAMPUS,,Private,North York,,"-79.429618219, 43.7234193195"
31746,382,FOREST MANOR PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Forest Manor Public School,"-79.3430668038, 43.7710427399"
31747,383,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,Francis Libermann Catholic High School,"-79.2743078385, 43.8073923412"
31748,384,FRANK OKE SECONDARY SCHOOL,Toronto District School Board,English Public,York,Frank Oke Secondary School - Building Grounds,"-79.4887542282, 43.6775124192"
31749,385,FRANKLAND COMMUNITY SCHOOL,Toronto District School Board,English Public,former Toronto,"Frankland Community School, Frankland Community Centre","-79.3496800848, 43.6771506676"
31750,386,FRASER MUSTARD EARLY LEARNING ACADEMY,Toronto District School Board,English Public,East York,,"-79.3435512383, 43.7055777505"
31751,387,GALLOWAY ROAD PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Galloway Road Public School,"-79.1966222951, 43.7650173037"
31752,388,GAP ACADEMY,,Private,York,,"-79.5177020187, 43.7010253822"
31753,389,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Garden Avenue Public School,"-79.4491237019, 43.6432001068"
31754,390,GATEWAY PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Gateway Public School,"-79.3310091533, 43.7117262234"
31755,391,GENERAL BROCK PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,General Brock Public School,"-79.2745902135, 43.7185070991"
31756,392,GENERAL CRERAR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,General Crerar Public School,"-79.279577662, 43.7456867655"
31757,393,GENERAL MERCER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,General Mercer Junior Public School,"-79.4640229793, 43.6789306712"
31758,394,GEORGE ANDERSON PUBLIC SCHOOL,Toronto District School Board,English Public,North York,George Anderson Public School - Building Grounds,"-79.4789480608, 43.705453533"
